LANDUSE_TYPE,USER,PIPE DIAM,VENDOR,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
H3,MI,0.5,ACTARIS,22,15,18,21,23,20,22,25,22,21,27,20,20,16,19,25,17,18,21,23,24,20,23,21,21,21,24,22,31,28,22,25,23,22,16,22,21,15,19,24,21,20,19,21,20,20,20,21,20,25,20,20,24,21,20,17,27,23,13,19,24,19,18,17,22,24,17,20,23,23,30,20,21,31,21,24,21,22,24,22,17,23,23,0
H3,MI,0.5,CICASA MMD-15 S,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,23,27,38,7,10,44,26,28,37,35,37,34,26,24,42,15,30,22,26,32,27,29,32,28,32,32,31,23
H2,MI,0.5,SHLUMBERGER,2,11,11,10,16,12,10,13,10,11,10,9,7,13,9,11,9,9,9,10,13,9,11,12,11,10,10,12,13,14,11,10,13,11,11,11,11,10,9,10,11,10,13,10,15,9,13,10,14,14,11,16,12,12,15,18,13,12,11,13,12,12,10,13,14,13,20,54,19,21,9,12,15,20,7,19,10,14,15,12,14,14,13,14
H3,MI,0.5,CICASA MMD-15 S,5,4,4,0,3,0,19,5,5,5,6,6,7,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,0,12,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,10,3,3,3,12,5,5,5,5,5,6,5,6,5,5,6,5,20,20,20,20,20,20,20,0,22,17,21,26,22,17
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,0,4,4,4,4,24,14,6,9,15,18,15,12,10,4,8,11,9,7,0,6,7,7,8,13,6,7,0,2,4,5,2,7,23,8,20,34,4,5,10,6,15,11,6,4,2,3,5,3,4,2
H3,MI,0.5,CICASA MMD-15 S,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10,0,10,10,10,10,10,10,10,25,25,6,4,4,4,0,25,25,25,25,25,20,20,22,22,21,20,20,0,17,16,13,14,0,9,11,10,9,8,7,8,10,9,9,9,9,25,25,25,25,25,25,18,18,19,19,21,22,22,22
H3,MI,0.5,CICASA MMD-15 S,25,24,25,25,24,24,24,24,24,23,23,23,23,22,22,22,21,22,21,21,21,20,21,20,20,19,19,19,19,19,18,18,18,18,17,17,17,0,14,13,12,12,11,10,8,9,9,8,9,0,21,22,23,13,43,20,19,21,11,14,19,22,15,16,20,16,15,16,16,14,16,14,18,15,17,15,17,17,20,17,20,36,45,14
H2,MI,0.5,ACTARIS,22,19,18,20,25,22,23,29,17,20,26,26,22,20,15,23,14,24,25,24,18,20,30,27,28,21,24,20,18,18,29,26,28,28,20,17,21,14,15,19,17,25,20,19,21,23,17,14,38,19,15,16,14,15,14,18,15,14,14,15,11,12,8,11,11,14,17,15,13,13,12,13,10,9,8,10,8,11,10,11,10,10,12,9
H3,MI,0.5,MSDELAUNET,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,24,24,24,24,15,27,27,21,23,22,21,2,1,8,18,3,1,1,0,0,0,1,1,4,4,4,5,36,6
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,20,19,19,19,23,23,25,28,24,21,15,19,17,14,18,18,27,22,22,20,27,24,17,19,17,18,18,18,17,22,19,18,18,13,15,17,16,16,17,16,16,17,17,17,13,19,13,14,13,19,12,21,15,18,17,17,16,21,13
H3,MI,0.5,CICASA MMD-15 S,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,14,7,1,7,11,9,8,0,29,6,8,5,5,7,10,10,9,10,9,15,9,9,7,9,8,11,19,18,10,12,13,10,12,9,8,11,10,11,12,11,23,15,16,12,11,12,16,9,7,13,11,13,12,10,11,9,10,8
H3,MI,0.5,Cicasa NG 1/2,16,0,10,11,11,10,9,8,9,9,9,8,8,0,7,6,0,4,4,3,3,3,2,3,2,2,0,1,1,1,1,0,0,0,20,0,12,12,25,9,7,13,18,21,19,8,12,11,9,8,9,8,10,10,14,15,12,15,18,17,15,18,18,18,14,17,20,16,34,19,15,17,19,16,15,18,19,11,16,18,17,22,27,28
H3,MI,0.5,NAN,22,20,18,22,30,27,31,38,27,29,25,20,30,20,24,23,19,21,26,25,22,30,20,18,19,18,18,18,2,3,7,17,43,96,27,27,0,6,6,4,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,14,23,19,15,22,26,11,11,12,14,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,SHLUMBERGER,13,10,0,2,14,13,14,15,12,14,13,8,10,8,12,14,13,4,10,20,22,9,4,6,12,13,0,8,8,12,10,8,16,32,14,19,9,16,14,9,11,16,13,16,15,12,22,18,15,14,13,12,12,12,11,28,19,18,18,16,17,19,10,9,10,8,8,7,7,8,8,8,11,9,9,12,15,11,9,9,10,9,10,7
H3,MI,0.5,MSDELAUNET,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,13,11,12,9,11,10,10,9,9,10,12,11,9,13,8,7,9,10,9,9,10,9
H3,MI,0.5,MSDELAUNET,13,6,17,15,16,13,15,15,13,14,12,11,12,8,8,10,6,9,13,12,16,17,9,9,10,8,8,10,10,11,15,11,12,11,11,11,11,10,10,10,10,10,0,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,22,13,22,12,21,19,16,21,21,16,19,17,17,18,16,17,21,19,19,21,19,16
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,MI,0.5,NAN,12,13,13,15,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,0,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,MI,0.5,SHLUMBERGER,20,9,7,9,10,5,1,0,0,4,0,6,2,1,0,39,0,7,8,9,10,11,7,0,2,3,5,4,0,9,21,11,12,12,17,21,16,23,24,22,25,21,26,22,21,17,22,17,25,13,11,11,12,12,14,16,13,10,13,12,15,21,18,16,13,11,25,31,18,16,27,13,13,10,10,18,12,9,14,14,14,17,17,12
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,MI,0.5,NAN,5,5,6,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,MI,0.5,CICASA MMD-15 S,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,31,18,13,15,18,0,15,13,12,4,10,14,14,12,20,20,20,20,20,20,16,17,18,18,18,19,19,19
H3,MI,0.5,NAN,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,HI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,59,39,19,32,30,32,33,30,28,30,31,33,33,31,31,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,MSDELAUNET,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,2,12,14,11,9,8,5,10,9,7,9,8,8,6,6,5,9,9,7,15,8,7,10
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,HI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,6,9,5,13,25,13,8,17,15,15,19,16,11,6,8,6,8,6,9,12,14,14,15,9,10,9,7,5
H3,MI,0.5,CICASA MMD-15 S,37,26,22,22,29,26,27,30,26,24,24,27,26,25,26,29,23,25,27,26,29,24,26,22,25,22,22,22,28,27,26,25,23,21,19,19,20,17,16,18,16,15,8,12,11,13,12,11,11,11,0,13,18,14,15,19,16,14,15,14,19,19,15,17,14,15,17,16,17,15,16,7,13,11,12,15,11,12,17,14,15,15,18,11
H3,MI,0.5,CICASA MMD-15 S,15,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,10,0,30,28,24,21,9,28,28,31,25,27,29,33,36,28,33,24,38,25,32,38,29,29,33,36,40,33,37,19
H3,MI,0.5,CICASA MMD-15 S,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3,MI,0.5,CICASA MMD-15 S,15,12,12,13,15,11,17,18,15,15,16,12,15,11,10,18,15,19,24,14,22,16,20,14,15,18,14,16,16,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,0,21,19,34,16,15,17,9,9,9,6,7,6,1,0,0,0,0,0,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
H3,MI,0.5,CICASA MMD-15 S,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,15,15,15,15,14,14,14,14,13,13,13,13,0,18,18,18,18,18,18,18,18,10,18,18,1,0,0,0,0,3,7,5,7,7,9,7,6,6,6,7,8,7,5,7,0,0,0,0,0,16,3,0,2,1
H3,MI,0.5,NAN,10,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H3,MI,0.5,KENT,6,8,10,10,10,0,4,4,3,3,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,3,3,4,4,2,2,2,2,2,2,1,1,2,2,2,22,10,10,10,10,10,6,6,7,7,7,8,8,8
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,4,13,8,6,10,9,12,10,8,12,22,21,22,8,10,8,6,5,7,7,9,9,5,8,7,7,9,7,15,6
H3,MI,0.5,CICASA MMD-15 S,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,0,3,6,2,1,1,1,1,1,3,1,6,5,2,26,14,0,6,10,4,5,7,10,1,1,4,10,4,7,6,14,6,6,21,5
H3,MI,0.5,CICASA MMD-15 S,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,0,15,27,19,20,19,19,22,18,32,19,30,38,29,27,25,24,20,20,23,23,25,21,25,25,24,23,23,23,23,23,23,23,23,19
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,9,14,13,5,10,11,12,18,14,11,16,15,16,20,18,8,13,12,12,14,15,18,13,14,16,15,16,8,16,10,12,16,10,12,15,13,16,13,12,12,16,11,13,15,22,13,17,15,12,10,14,7
H3,MI,0.5,SHLUMBERGER,10,0,0,10,0,20,5,4,6,7,6,7,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,23,23,23,13,0,10,9,11,19,10,14,19,12,10,8,3,7,7,7,8,6,7,19,15,14,5,4
H3,MI,0.5,CICASA MMD-15 S,10,14,17,23,23,22,23,29,16,12,17,19,19,18,16,16,17,17,16,16,16,13,13,12,12,13,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,0,15,25,29,32,31,29,24,24,22,16,17,16,14,21,16,19,19,17,18,19,22,13,18,13,14,20,18,16,23,24,23,21,20,10
H1,MI,0.5,NAN,49,49,49,49,49,49,49,10,10,10,10,10,10,10,10,49,10,49,49,49,49,49,49,10,10,10,10,10,10,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
H1,MI,0.5,NAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H2,MI,0.5,ACTARIS,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,10,9,10,11,12,0,0,16,9
H3,MI,0.5,NAN,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,30,10,10,10,10,10,10
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
RHC,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,17,17,17,17,17,22,18,18,18,0,15,14,13,12,11,10,12,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12
AVD,COM,3,ADCOM,2574,1685,1141,1316,1521,2388,2620,3403,3785,4551,3156,1155,860,1002,667,1048,1300,999,3594,3972,198,1152,1037,803,905,728,711,928,971,1266,2595,3076,2147,1927,407,0,0,0,0,1,0,0,2140,5478,5173,2315,2400,779,1000,1300,2399,2454,4784,4397,5784,5646,3901,3582,1292,3750,2794,3323,3297,2803,3903,4937,6576,6180,5682,5785,6063,5181,5447,5708,4924,4346,5118,4755,6444,5783,6476,3123,4756,4435
MX,COM,0.5,CICASA MMD-15 S,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,6,6,6,5,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,0,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,2,1,1,2
H3,HI,0.5,MSDELAUNET,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,7,6,6,13,11,12,8,9,8,8,13,5,6,6,7,5,6,5,5,5,5,5,5,0,15,15,15,15,15,15,15,15,15,15,15,20,20,20,20,20,20,20,3,5,6,10,6,7,6,4,6,6,7,6,6,5,6,12,12,14,11,15,14,20,13
H3,HI,0.5,Cicasa NG 1/2,20,20,20,20,20,20,18,18,18,12,17,18,22,12,18,18,15,13,19,26,17,14,13,13,18,13,14,24,17,15,13,17,18,14,10,19,15,14,12,16,15,15,12,16,9,13,16,10,15,27,21,11,13,13,12,15,11,22,13,12,12,12,9,13,11,11,11,10,8,10,10,9,12,7,6,11,12,10,11,9,5,7,14,10
H3,HI,0.5,CICASA MMD-15 S,25,0,9,11,10,4,0,4,3,2,2,2,2,4,3,3,3,1,1,1,1,0,0,2,0,2,1,2,2,2,4,1,1,1,10,0,4,6,10,10,10,9,9,10,12,7,7,5,8,8,6,7,6,6,1,10,10,10,20,10,10,10,10,10,0,0,0,0,8,1,0,5,0,4,3,0,0,0,1,0,0,0,0,0
EQ,COM,0.75,Cicasa NG 3/4,183,172,171,176,175,175,173,176,175,170,170,167,169,164,166,166,161,167,163,167,157,161,160,163,0,134,137,0,105,90,78,91,84,73,84,82,81,79,77,78,78,77,77,78,77,75,77,75,90,90,90,90,65,50,47,44,40,36,35,41,40,37,36,37,37,37,36,38,38,37,36,25,22,20,19,17,14,19,18,17,17,16,16,16
H2,MI,0.5,CICASA MMD-15 S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,2,5,17,10,10,15,9,11,11,9,10,11,9,5,7,9,12,10,9,5,10,13,8
H3,MI,0.5,NAN,18,18,18,18,18,18,18,10,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
H2,MI,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,40,38,42,33,34,53,31,42,8,32,0,10,20,0,15,3,27,21,23,26,10,36,32,36,28,29,25,26,28,28,0,40,31,34,2,13,19,24,17,12,13,0,1,2,2,3,1,2,5,7,9
H3,HI,0.5,Cicasa NG 1/2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,8,10,9,8,9,9,9,9,13,16,9,13,9,22,17,19,10,8,11,10,10,12,19,19,18,21,13,14,9,11,12,5,18,20,18,3,0,3,9,11,9,12,10,12,12,14,0,14,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10
H3,HI,0.5,Cicasa NG 1/2,79,15,22,60,16,16,16,23,20,2,29,11,13,13,18,21,17,16,18,16,19,17,15,14,16,13,13,15,20,17,18,15,18,14,12,17,13,14,13,14,12,17,15,16,14,12,20,17,10,16,13,10,15,9,12,15,8,12,10,10,10,12,11,16,15,15,12,12,20,5,14,11,14,8,5,3,18,9,4,4,1,2,5,4
H3,MI,0.5,NAN,20,15,18,16,18,17,20,25,26,21,22,17,21,13,11,17,15,15,20,23,19,18,14,13,13,12,14,13,13,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,18,18,18,18,18,17,17,17,16,16,16,16,17,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19
H2,MI,0.5,NAN,14,13,10,9,13,15,14,17,11,10,9,9,11,15,13,19,16,21,21,13,14,18,17,17,16,2,13,14,15,17,14,4,18,13,27,0,12,16,15,19,19,35,34,19,38,25,29,12,25,0,10,11,18,17,9,10,13,16,22,25,22,27,20,21,22,22,22,22,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H2,MI,0.5,ACTARIS,2,0,0,0,0,1,0,2,1,2,0,2,0,1,0,0,0,2,2,3,1,0,1,0,0,1,0,1,0,2,1,1,0,2,0,0,0,1,1,1,1,2,5,2,7,0,1,5,4,3,2,7,5,5,6,10,5,0,7,4,11,9,6,3,5,6,4,16,15,7,2,2,3,3,3,2,5,3,3,5,3,3,3,2
H3,MI,0.5,SHLUMBERGER,29,10,24,9,13,30,18,18,18,22,22,14,15,16,17,16,17,17,28,8,17,26,9,25,11,23,17,18,12,15,4,14,13,12,0,9,8,0,6,5,4,5,4,3,4,4,0,3,0,2,2,1,1,16,3,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,20,5,5,5,6,6,6,6,6,6,7,7,7
H3,MI,0.5,SHLUMBERGER,19,19,19,19,19,19,18,18,18,18,18,17,17,17,17,34,21,20,26,22,23,23,22,22,22,4,19,18,17,16,15,14,16,15,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,10,10,10,20,20,20,20,20,20,20,18,17,23,19,19,27,14
H3,MI,0.5,CICASA MMD-15 S,19,18,18,18,16,15,15,14,13,12,14,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,0,17,17,10,10,10,10,10,10,10,10,10,23,9,6,6,8,7,8,8,7,8,9,11,12,12,11,10,11,6,9,6,9,7,6,6,7,8,8,6,9,6
H3,MI,0.5,NAN,14,14,10,10,14,14,10,10,25,25,25,10,25,25,25,10,10,10,10,10,25,25,25,25,25,10,10,10,10,10,10,10,10,25,10,10,10,10,10,25,25,25,25,25,25,25,25,25,25,25,10,10,25,10,25,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H3,MI,0.5,CICASA MMD-15 S,15,18,13,15,19,19,22,29,19,0,1,11,14,8,9,10,10,7,16,12,18,21,16,16,12,15,1,9,18,11,10,10,9,10,11,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,0,22,9,8,0,10,27,9,10,12,11,6,12,11,13,14,18,5,8,6,14,13,13,21,15,13,13,11,8
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,10,9,9,9,9,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,20,20,20,20,20,20,20,20,20
H3,MI,0.5,NAN,19,19,19,19,19,19,19,19,19,19,19,19,19,10,19,19,10,19,19,10,19,19,19,19,19,19,19,10,19,19,19,19,19,19,10,19,19,19,19,19,19,19,19,19,19,10,10,19,19,19,19,19,19,19,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
H3,MI,0.5,Cicasa NG 1/2,17,17,17,10,10,17,2,3,8,8,11,8,3,5,11,5,7,8,9,9,12,23,12,4,2,4,4,25,8,7,0,8,8,6,6,5,5,8,1,2,6,11,10,12,13,10,10,12,11,10,13,13,11,11,2,4,9,8,9,6,4,8,7,5,6,8,10,12,22,11,7,7,5,7,14,6,8,11,9,10,12,9,9,9
H3,MI,0.5,Cicasa NG 1/2,28,25,22,10,51,29,27,33,27,32,29,22,26,20,19,26,22,25,30,28,25,27,20,20,19,17,19,22,25,30,33,28,33,31,25,29,29,9,21,26,22,29,29,28,25,28,27,20,25,24,25,23,25,32,25,26,36,24,27,23,23,22,17,19,15,15,19,19,19,19,17,15,19,17,15,18,5,7,6,6,7,8,9,5
H2,MI,0.5,SHLUMBERGER,12,9,9,8,12,11,12,13,11,12,12,9,9,11,6,9,9,6,10,10,10,10,12,9,10,9,9,12,15,15,9,13,13,7,8,8,7,8,7,12,13,8,7,13,15,7,11,11,15,13,9,13,14,14,13,14,12,12,12,12,11,14,12,21,14,12,13,14,10,17,11,11,17,17,14,15,13,11,8,22,15,13,13,11
H2,MI,0.5,CICASA MMD-15 S,19,15,8,10,16,19,19,12,16,16,27,16,17,13,9,13,15,21,21,18,19,20,26,17,28,20,20,28,33,28,25,28,33,31,25,25,30,16,10,18,12,13,13,12,10,6,11,15,19,17,15,16,15,13,11,15,13,10,13,10,13,17,6,9,16,11,9,11,8,10,7,9,14,6,8,10,8,9,12,21,12,9,11,9
H3,MI,0.5,CICASA / DE LA UNET,25,24,21,22,32,27,27,28,20,24,22,19,23,20,22,26,24,26,25,20,25,19,23,11,16,15,13,17,16,13,18,15,14,15,16,19,15,17,20,13,21,28,29,29,27,24,29,21,23,29,16,16,16,14,14,19,8,14,13,28,16,13,15,14,16,14,9,10,14,10,11,10,11,10,10,14,8,11,11,11,11,11,5,10
